grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 30 Area of a Triangle Set,read answer key,practice,6.G.A.1,"Students find the area of a right triangle given the lengths of its two legs (the sides forming the right angle), using Area = 1/2 x leg1 x leg2. Each of the 3 sheets has 6 right triangles plus 2 word problems (a triangular flag, a triangular panel/alcove, a garden, a sailboat sail, etc). Answer key confirms all whole-number area answers.","Description confirmed from the answer key text (read via read_file_content), which shows all 3 sheets' right-triangle problems, word problems, and computed areas; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1AwtOZmWo2Fnk6z48qJeNwDNZ7XHex_A2/view,https://drive.google.com/file/d/1nKUcYBsxplkjPEVgaaFPDTXt9GyJX14a/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 31 Area of a Triangle Set,read answer key,practice,6.G.A.1,"Given the area of a triangle and one of its dimensions (base or height, whole numbers), students find the missing dimension, rounding to two decimal places when the division isn't exact. Each of the 5 sheets has a part A with 3 pictured triangles plus a part B with 4 more area/dimension pairs and 2 word problems. Answer key confirms all base/height answers.","Description confirmed from the answer key text (read via read_file_content), which explicitly instructs 'round your answer to two decimal places' and shows worked answers across all 5 sheets; the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1UtHgRCZHOZVNMyRLg0R370zPAmeiWYwE/view,https://drive.google.com/file/d/1NSbVwOniH_Ato35ySK1qXNNO9wgEjGw5/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 32 Area of a Triangle Set,read answer key,practice,"6.G.A.1, 5.NF.B.7","Given the area of a triangle and one of its dimensions, both expressed as fractions or mixed numbers, students find the missing base or height. Each of the 5 sheets has a part A with 3 pictured triangles plus a part B with 4 more area/dimension pairs and 2 word problems. Answer key confirms all fractional/mixed-number answers.","Description confirmed from the answer key text (read via read_file_content, though fractions render as run-together OCR text, e.g. '1 1 6yd' for a mixed number); the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1fubRTyi_-3aEtk6hZqnaupMgkART9tsL/view,https://drive.google.com/file/d/1JzHH9vRaaUwEDhFavrqDYS4Gtaa8l4uZ/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 33 Area of a Triangle Set,read answer key,practice,6.G.A.1,"Advanced multi-step word problems using triangle diagrams with labeled points (e.g. a triangle split by a cevian or altitude): students use ratios of side lengths, midpoints, equilateral/isosceles triangle properties, and a given sub-triangle's area to find the area (or a missing length) of a related triangle or sub-triangle. Each of the 5 sheets has 5 problems with accompanying diagrams; answers rounded to two decimal places where needed.","Description confirmed from the answer key text (read via read_file_content), which shows all 5 sheets' word problems (with diagram labels like R,S,T,U) and numeric answers; the worksheet pages/diagrams themselves were not rendered as images, so exact diagram layouts are not visually confirmed.",https://drive.google.com/file/d/13jyiQOyFe1a7EzngjXG5SNSj3HNYEMLr/view,https://drive.google.com/file/d/14Q-eALRhKhYNWPXTRpunUG_CCzqr0dLQ/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 34 Perimeter of Kites Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 6 kites per page, given the two distinct side lengths as decimals (in/ft/yd) labeled on each drawn kite, plus 2 word problems giving side lengths as decimals.",Single-topic 5-page set on kite perimeter.,https://drive.google.com/file/d/1TaY-L1Y5bxxrrqurwM2GFAWmwqKX-jvV/view,https://drive.google.com/file/d/17baJx0hdYZIBtvMAduXA486p08VZdxPk/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 35 Perimeter of a Parallelogram Set,looked at pages,practice,"5.NF.A.1, 5.MD","Students find the perimeter of 6 parallelograms per page, given the two distinct side lengths as fractions or mixed numbers (in/ft/yd) labeled on each drawn parallelogram, plus 2 word problems.",Single-topic 5-page set on parallelogram perimeter with fractional side lengths.,https://drive.google.com/file/d/1E881sZv4dnIbszspne112fpY5e-3czHF/view,https://drive.google.com/file/d/1cZcgo7HBcXFQpSDp3lkF31ozOJB1Rkvs/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 36 Perimeter of a Polygon Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 9 regular polygons per page (pentagon, hexagon, heptagon, octagon, square, triangle) given only one side length labeled (since all sides are equal), values as decimals (in/ft/yd).",First of a 2-worksheet 'Perimeter of a Polygon Set' (36-37).,https://drive.google.com/file/d/1DeSeQHuaSE1IMLto5GKCJbiGh6CuZK1f/view,https://drive.google.com/file/d/1RiYj92mRcNJ_FbULu2-EoaNMWg7HaB_u/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 37 Perimeter of a Polygon Set,read answer key,practice,6.G.A.1,"Given the perimeter of a regular polygon (a picture showing a triangle, square, pentagon, hexagon, etc., with a decimal perimeter labeled), students identify the number of sides and divide to find the length of each side, rounding to the nearest tenth. Each of the 5 sheets has 9 polygons to solve. Answer key confirms all number-of-sides and side-length answers.","Description confirmed from the answer key text (read via read_file_content); the worksheet pages themselves were not rendered as images, so the shapes shown are inferred from the 'number of sides' answers (3-8 sides across the sheets).",https://drive.google.com/file/d/105BrcrsEoMjE6s5clU7wcdNP6eljmkAG/view,https://drive.google.com/file/d/1f7x_jsMCWH09ta65_HIzXNxkcHnnGxLV/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 38 Perimeter of a Quadrilateral Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 9 irregular and regular quadrilaterals per page (kite-like, trapezoid, square, rectangle, rhombus shapes), given all side lengths as decimals (in/ft/yd) labeled on each shape.",Single-topic 5-page set on general quadrilateral perimeter.,https://drive.google.com/file/d/1LqUUBrDgAJ883EdTs7V_qfOAsRA6Hkak/view,https://drive.google.com/file/d/1OFNxuXORKRyNrgXM4OgVpCTeY2iLloKO/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 39 Perimeter of a Rectangle Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 9 rectangles per page, given length and width as decimals (in/ft/yd) labeled on each drawn rectangle.",Single-topic 5-page set on rectangle perimeter with decimal dimensions.,https://drive.google.com/file/d/1jTMZpKEfmT_0c8Qctv9_BjdwMN3lWuvQ/view,https://drive.google.com/file/d/1pELGArNKvgQ0_vqnVTC2dEoQSaesGLBH/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 40 Perimeter of a Rhombus Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 6 rhombi per page, given one side length as a decimal (in/ft/yd) labeled on each drawn rhombus (since all sides are equal), plus 2 word problems.",First of a 2-worksheet 'Perimeter of a Rhombus Set' (40-41).,https://drive.google.com/file/d/1xvdBibacZylrYxi4O2eotpvJVqp2ld9B/view,https://drive.google.com/file/d/1e7PBOAlOYEoEMise6fxTIpsQDNU304uL/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 41 Perimeter of a Rhombus Set,read answer key,practice,"6.G.A.1, 5.NF.B.4","Given the side length of a rhombus as a fraction or mixed number (e.g. 3 1/6 ft, 15/8 yd), students find its perimeter using Perimeter = 4 x side. Each of the 5 sheets has 6 pictured rhombi plus 2 word problems giving a side length to find the perimeter from. Answer key confirms all fractional/mixed-number perimeter answers.","Description confirmed from the answer key text (read via read_file_content, though fractions render as run-together OCR text); the worksheet pages themselves were not rendered as images.",https://drive.google.com/file/d/1BG1Q3knNvzta_c0dQ497AHRvnDh13wXm/view,https://drive.google.com/file/d/1pcKrh1gzT1TaeSQ6w0aWoPYN3kJ4RmMC/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 42 Perimeter of a Triangle Set,looked at pages,practice,"5.NBT.B.7, 5.MD","Students find the perimeter of 9 triangles per page (scalene, isosceles, equilateral), given all/relevant side lengths as decimals (in/ft/yd) labeled on each drawn triangle.",Single-topic 5-page set on triangle perimeter.,https://drive.google.com/file/d/1Ja-8ylwL3UI49zCqFZHNOXo5nVRbqHIM/view,https://drive.google.com/file/d/1Us-HdFgMhNxtEO11RgtkZOppDIst5hxL/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 43 Word Problems Worksheets Set,looked at pages,word problems,"5.MD.A.1, 5.NBT.B.7","Word problems (5 per page) requiring students to find a missing dimension (width or length) of a rectangle given its area (in square feet/inches/yards, some with unit conversion e.g. inches to feet) and the other dimension, rounding decimal answers to the nearest tenth.","Page 1 shown is titled 'Area of a Rectangle' despite the file's 'Word Problems' name; all problems are real-world area word problems, several requiring inch-to-foot conversion.",https://drive.google.com/file/d/1-uffIanBmjrU0T-XRLYILmCEvePmKjA6/view,https://drive.google.com/file/d/1qbgxaw2UysrcQp3cdSQtkWJC80mF8hhd/view
G5,Area & Perimeter,Grade 5 Math - Area & Perimeter - 44 Area and Circumference Combined Review,looked at pages,assessment-review,5.MD.A.1,"Given the radius or diameter of a circle drawn on the page (9 circles per sheet), students find and record all four values: radius, diameter, area, and circumference, all left in terms of pi.",Comprehensive review sheet combining all circle-measurement skills taught earlier in the folder (01-09); good end-of-unit check.,https://drive.google.com/file/d/1X1BsYUURZyQipRmdKooyYkWaCcamjHqC/view,https://drive.google.com/file/d/1EGV2OzFZV2wFBn0ZdBOyisY-hskb6xX7/view
G5,Capacity,Grade 5 Math - Capacity - 01 Conversion between Milliliter and Liter More Practice,read text,practice,5.MD.A.1,"Students convert measurements between liters and milliliters (both directions, including decimal liter values like 23.7 L or 94.56 L) by fill-in-the-blank, 14 conversions per sheet, with a worked example shown at the top of each sheet.","Metric (not US customary) unit conversion, unlike most other sheets in this folder.",https://drive.google.com/file/d/1gVPgmKReYGuPd291HlaDTllpmTeRqKgZ/view,https://drive.google.com/file/d/1OIKLcS1cdne8S1SIhW2HTFL8FBOzd3Ko/view
G5,Capacity,Grade 5 Math - Capacity - 02 Conversion between Teaspoons and Tablespoons,looked at pages,practice,5.MD.A.1,"Three-part sheet: (A) 8 fill-in conversions between teaspoons and tablespoons, (B) complete a conversion table, (C) 8 compare-with <, >, = problems, plus (D) one word problem (converting 4 tbsp of flour to teaspoons).",,https://drive.google.com/file/d/1T3oFF9ZzTolfrdvmCCdFSXSsTVinSBv_/view,https://drive.google.com/file/d/1PWQM0z_L2EKbtbd_MczDhrFQ2cN9YEkd/view
G5,Capacity,Grade 5 Math - Capacity - 03 Conversion between Tablespoons and Fluid Ounces,looked at pages,practice,5.MD.A.1,"Three-part sheet: (A) 8 fill-in conversions between fluid ounces and tablespoons, (B) complete a conversion table, (C) 8 compare-with <, >, = problems, plus (D) one word problem (converting 10 tbsp of vanilla extract to fluid ounces).",,https://drive.google.com/file/d/1T93RLn0dRWpXrNHQzHQSrm7T_rI3VbTB/view,https://drive.google.com/file/d/19RQyUVRDolY4AIOR9V-UV81RXNKLUn2A/view
G5,Capacity,Grade 5 Math - Capacity - 04 Conversion between Fluid Ounces and Cups,looked at pages,practice,5.MD.A.1,"Three-part sheet: (A) 8 fill-in conversions between cups and fluid ounces, (B) complete a conversion table linking fluid ounces and cups, (C) 8 compare-with <, >, = problems between cup and fluid-ounce amounts, plus (D) one word problem (converting 64 fl oz of juice to cups).",,https://drive.google.com/file/d/1nPnCS6RP3nC1vSnmPrWr-H-qUldW-4Qs/view,https://drive.google.com/file/d/19I4Yy6IbmR97jSQlLwxfaWt7mpfmlJrp/view
G5,Capacity,"Grade 5 Math - Capacity - 05 Conversion between Teaspoons, Tablespoons, and Fluid Ounces MCQ",looked at pages,practice,5.MD.A.1,"Students solve 6 multiple-choice questions converting between teaspoons, tablespoons, fluid ounces and cups (e.g. 'There are ___ in 32 tablespoons', with 4 answer choices a-d).",,https://drive.google.com/file/d/1QVkizwB7A1vAU9RVth7GLLZDVlyHKENy/view,https://drive.google.com/file/d/1SLCK6Npecflk5JrWxCJ0bMJZ102ugIo7/view
G5,Capacity,Grade 5 Math - Capacity - 06 Mixed Review - Type 1,looked at pages,practice,5.MD.A.1,"A reference box lists the conversion facts (1 tbsp = 3 tsp, 1 fl oz = 2 tbsp, 1 cup = 8 fl oz), then students do 6 fill-in conversions mixing all four US units (teaspoons, tablespoons, fluid ounces, cups) and 6 compare-with-symbol problems mixing units.",Review sheet combining all the smaller unit-pair skills from sheets 02-04.,https://drive.google.com/file/d/17HRn_t6WU95us3KfQN-IJsLhdVSr3yOa/view,https://drive.google.com/file/d/1-IA9rLK6pw0jj_LzSC5lsoyW0gHmtGdK/view
G5,Capacity,Grade 5 Math - Capacity - 07 Mixed Review - Type 2,looked at pages,practice,5.MD.A.1,"Straight fill-in-the-blank practice, no reference box: 16 conversions mixing all four US customary capacity units (teaspoons, tablespoons, fluid ounces, cups) in two columns.",Harder than sheet 06 (no reference box of conversion facts given).,https://drive.google.com/file/d/1TxWnCxvWgxNK0qc0cXvIS4zQPPUEhaP2/view,https://drive.google.com/file/d/1orRZ3O5UFTN80BmWf-JtJkPCgEm_z_6S/view
G5,Comparing & Ordering Numbers,Grade 5 Math - Comparing & Ordering Numbers - 01 Ordering Multi-digit Numbers Place Value Boxes,looked at pages,practice,4.NBT.A.2,"Students write 6 mixed-digit-length numbers (up to 6 digits, e.g. 12,524 and 895) in order from least to greatest or greatest to least, recording each digit in a place-value box grid (hundred thousands to ones), 4 sets per sheet.","Numbers in each set have mixed digit lengths (some 3-digit, some 6-digit), making this the hardest set-up in the folder.",https://drive.google.com/file/d/1csR0tn9KPVdU_DsY7bp9g5OMlSgskzKU/view,https://drive.google.com/file/d/1R4fjtENrUIsWro2Bh_GW2AvZ0VgDzgKZ/view
G5,Comparing & Ordering Numbers,Grade 5 Math - Comparing & Ordering Numbers - 02 Arranging Numbers up to 100000,looked at pages,practice,4.NBT.A.2,"Students order sets of 5 numbers (each up to 5 digits, values printed inside ovals) from least to greatest (part A) and greatest to least (part B) by writing them on blank lines, 4 sets in each part.",,https://drive.google.com/file/d/15vnimEGRT30AGXnJhLFhpk6ARQXDawV1/view,https://drive.google.com/file/d/1YVaAv98XD8ERuH5bUMICDRxlbtatzjRt/view
